kanji,ka_name,ka_examples,onyomi,kunyomi,nanori,english,jlpt,strokes,usage_freq_2500,grade,radicals
指,yubi,"[ [ ""指紋（しもん）"", ""fingerprint"" ], [ ""指令（しれい）"", ""orders"" ], [ ""指揮者（しきしゃ）"", ""(orchestral) conductor"" ], [ ""指定席（していせき）"", ""reserved seat"" ], [ ""指定する（していする）"", ""specify"" ], [ ""指示する（しじする）"", ""instruct"" ], [ ""指摘する（してきする）"", ""point out"" ], [ ""指導する（しどうする）"", ""guide, lead, coach [v.t.]"" ], [ ""指（ゆび）"", ""finger [n.]"" ], [ ""指輪（ゆびわ）"", ""ring"" ], [ ""親指（おやゆび）"", ""thumb"" ], [ ""指す（さす）"", ""point at"" ] ]",シ,"ゆび, さ.す, -さ.し","い, いぶ, さし, さす","finger, point to, indicate, put into, play (chess), measure (ruler)",2.0,9.0,155.0,3.0,"日, 匕, 扎"
値,atai,"[ [ ""価値（かち）"", ""value"" ], [ ""数値（すうち）"", ""numerical value"" ], [ ""平均値（へいきんち）"", ""mean value"" ], [ ""値段（ねだん）"", ""price"" ], [ ""値上げ（ねあげ）"", ""mark-up"" ], [ ""値切る（ねぎる）"", ""knock down a price"" ], [ ""値引きする（ねびきする）"", ""discount [v.t.]"" ], [ ""値する（あたいする）"", ""be worth it, be deserving"" ] ]",チ,"ね, あたい",じ,"price, cost, value",2.0,10.0,518.0,6.0,"化, 十, 目, ｜, 一"
熟,juku-u(reru),"[ [ ""熟す（じゅくす）"", ""ripen"" ], [ ""熟語（じゅくご）"", ""idiom"" ], [ ""未熟な（みじゅくな）"", ""inexperienced"" ], [ ""早熟な（そうじゅくな）"", ""precocious"" ], [ ""熟練する（じゅくれんする）"", ""become skilled"" ], [ ""熟成する（じゅくせいする）"", ""mature [v.i.]"" ], [ ""成熟する（せいじゅくする）"", ""mature [v.i.]"" ], [ ""円熟する（えんじゅくする）"", ""reach perfection [v.i.]"" ], [ ""熟れる（うれる）"", ""ripen"" ] ]",ジュク,う.れる,,"mellow, ripen, mature, acquire skill",1.0,15.0,1415.0,6.0,"丶, 九, 口, 子, 亠, 杰"
明,aka(rui),"[ [ ""証明する（しょうめいする）"", ""prove"" ], [ ""説明する（せつめいする）"", ""explain"" ], [ ""賢明な（けんめいな）"", ""wise"" ], [ ""明治（めいじ）"", ""Meiji era"" ], [ ""明晩（みょうばん）"", ""tomorrow evening"" ], [ ""夜明け（よあけ）"", ""dawn"" ], [ ""明くる日（あくるひ）"", ""following day"" ], [ ""明るい（あかるい）"", ""bright, cheerful"" ], [ ""明らむ（あからむ）"", ""become luminous"" ], [ ""明らかな（あきらかな）"", ""obvious"" ], [ ""*明後日（あさって）"", ""day after tomorrow"" ], [ ""*明日（あした/あす）"", ""tomorrow"" ] ]","メイ, ミョウ, ミン","あ.かり, あか.るい, あか.るむ, あか.らむ, あき.らか, あ.ける, -あ.け, あ.く, あ.くる, あ.かす","あきら, あけ, あす, きら, け, さや, さやか, とし, はる, み, め","bright, light",3.0,8.0,67.0,2.0,"月, 日"
易,eki-yasa(shii),"[ [ ""易者（えきしゃ）"", ""fortuneteller"" ], [ ""貿易（ぼうえき）"", ""trade [n.]"" ], [ ""容易な（よういな）"", ""easy"" ], [ ""安易な（あんいな）"", ""easy-going"" ], [ ""難易度（なんいど）"", ""degree of difficulty"" ], [ ""易しい（やさしい）"", ""easy"" ], [ ""壊れ易い（こわれやすい）"", ""fragile"" ] ]","エキ, イ","やさ.しい, やす.い",,"easy, ready to, simple, fortune-telling, divination",2.0,8.0,571.0,5.0,"日, 勿, 勹, ノ"
皇,kou(taishi),"[ [ ""皇帝（こうてい）"", ""emperor"" ], [ ""皇后（こうごう）"", ""empress"" ], [ ""皇太子（こうたいし）"", ""crown prince"" ], [ ""皇室（こうしつ）"", ""Imperial household"" ], [ ""皇居（こうきょ）"", ""Imperial Palace"" ], [ ""天皇（てんのう）"", ""Emperor of Japan"" ] ]","コウ, オウ",,"おうじ, おお, み",emperor,1.0,9.0,721.0,6.0,"王, 白"
権,ken(ri),"[ [ ""権利（けんり）"", ""right"" ], [ ""権限（けんげん）"", ""power, jurisdiction"" ], [ ""権威（けんい）"", ""authority"" ], [ ""権力（けんりょく）"", ""power"" ], [ ""特権（とっけん）"", ""privilege"" ], [ ""人権（じんけん）"", ""human rights"" ], [ ""政権（せいけん）"", ""political power"" ], [ ""参政権（さんせいけん）"", ""suffrage"" ], [ ""所有権（しょゆうけん）"", ""right of ownership"" ], [ ""有権者（ゆうけんしゃ）"", ""electorate"" ], [ ""三権分立（さんけんぶんりつ）"", ""separation of powers"" ], [ ""権化（ごんげ）"", ""incarnation"" ] ]","ケン, ゴン","おもり, かり, はか.る",,"authority, power, rights",2.0,15.0,156.0,6.0,"矢, 木, 隹, 乞"
神,shin-kami,"[ [ ""神道（しんとう）"", ""Shinto"" ], [ ""神話（しんわ）"", ""myth"" ], [ ""神経（しんけい）"", ""nerve, sensitivity"" ], [ ""神聖な（しんせいな）"", ""sacred"" ], [ ""精神（せいしん）"", ""mind, spirit"" ], [ ""失神する（しっしんする）"", ""faint [v.i.]"" ], [ ""神社（じんじゃ）"", ""Shinto shrine"" ], [ ""神（かみ）"", ""god"" ], [ ""神業（かみわざ）"", ""miracle"" ], [ ""神主（かんぬし）"", ""Shinto priest"" ], [ ""神戸（こうべ）"", ""Kobe"" ], [ ""*神輿（みこし）"", ""portable shrine"" ] ]","シン, ジン","かみ, かん-, こう-","か, かぐ, かな, かも, くま, こ, こは, だま, み","gods, mind, soul",2.0,9.0,347.0,3.0,"｜, 日, 礼, 田"
免,manuga(reru),"[ [ ""免許（めんきょ）"", ""license, certificate"" ], [ ""免税（めんぜい）"", ""tax exemption"" ], [ ""免疫（めんえき）"", ""immunity"" ], [ ""免責する（めんせきする）"", ""exempt from responsibility"" ], [ ""免職する（めんしょくする）"", ""dismiss from office"" ], [ ""免除する（めんじょする）"", ""discharge"" ], [ ""御免なさい（ごめんなさい）"", ""I am sorry, excuse me"" ], [ ""免れる（まぬかれる）"", ""escape from"" ] ]",メン,"まぬか.れる, まぬが.れる",め,"excuse, dismissal",1.0,8.0,1080.0,8.0,"｜, 一, 勹, 口, 儿, 免"
逆,saka(rau),"[ [ ""逆（ぎゃく）"", ""opposite [n.]"" ], [ ""逆説（ぎゃくせつ）"", ""paradox"" ], [ ""逆流（ぎゃくりゅう）"", ""counter-current"" ], [ ""逆境（ぎゃっきょう）"", ""adversity"" ], [ ""逆効果（ぎゃくこうか）"", ""opposite effect"" ], [ ""逆転する（ぎゃくてんする）"", ""reverse [v.i.]"" ], [ ""反逆する（はんぎゃくする）"", ""rebel [v.i.]"" ], [ ""逆さま（さかさま）"", ""upside down"" ], [ ""逆らう（さからう）"", ""go against, disobey"" ], [ ""逆立ち（さかだち）"", ""handstand"" ] ]","ギャク, ゲキ","さか, さか.さ, さか.らう",,"inverted, reverse, opposite, wicked",2.0,9.0,683.0,5.0,"込, 并, 屮"
製,(te)sei,"[ [ ""製品（せいひん）"", ""manufactured goods"" ], [ ""製図（せいず）"", ""drafting, drawing"" ], [ ""製造業（せいぞうぎょう）"", ""manufacturing industry"" ], [ ""日本製（にほんせい）"", ""Japan made"" ], [ ""特製（とくせい）"", ""specially made"" ], [ ""手製（てせい）"", ""handmade"" ], [ ""木製（もくせい）"", ""made of wood"" ], [ ""製作する（せいさくする）"", ""manufacture"" ] ]",セイ,,,"made in..., manufacture",2.0,14.0,488.0,5.0,"衣, 刈, 牛, 巾, 亠"
偉,era(i),"[ [ ""偉才（いさい）"", ""great talent"" ], [ ""偉業（いぎょう）"", ""great enterprise"" ], [ ""偉大な（いだいな）"", ""great, grand"" ], [ ""偉い（えらい）"", ""remarkable"" ] ]",イ,えら.い,ひで,"admirable, greatness, remarkable, conceited, famous, excellent",2.0,12.0,1639.0,8.0,"化, 口, 韋"
故,yue,"[ [ ""故郷（こきょう）"", ""home town"" ], [ ""故国（ここく）"", ""one's native land"" ], [ ""故人（こじん）"", ""the deceased"" ], [ ""故田中氏（こたなかし）"", ""the late Mr. Tanaka"" ], [ ""事故（じこ）"", ""accident"" ], [ ""故意に（こいに）"", ""purposefully"" ], [ ""故障する（こしょうする）"", ""break down, malfunction [v.i.]"" ], [ ""故（ゆえ）"", ""reason [n.]"" ] ]",コ,"ゆえ, ふる.い, もと",,"happenstance, especially, intentionally, reason, cause, circumstances, the late, therefore, consequently",2.0,9.0,612.0,5.0,"口, 十, 攵, 乞"
修,shuu(ri),"[ [ ""修士（しゅうし）"", ""Master's degree"" ], [ ""研修（けんしゅう）"", ""(in-service) training"" ], [ ""必修科目（ひっしゅうかもく）"", ""required course"" ], [ ""修理する（しゅうりする）"", ""repair"" ], [ ""修正する（しゅうせいする）"", ""modify"" ], [ ""補修する（ほしゅうする）"", ""repair"" ], [ ""改修する（かいしゅうする）"", ""revise"" ], [ ""履修する（りしゅうする）"", ""take a class"" ], [ ""修行する（しゅぎょうする）"", ""receive training (education)"" ], [ ""修める（おさめる）"", ""study to complete, master [v.t.]"" ], [ ""修まる（おさまる）"", ""govern oneself [v.i.]"" ] ]","シュウ, シュ","おさ.める, おさ.まる","おき, なが, のぶ, おさむ","discipline, conduct oneself well, study, master",2.0,10.0,603.0,5.0,"｜, 化, 彡, 攵, 乞"
早,sou-haya(i),"[ [ ""早朝（そうちょう）"", ""early morning"" ], [ ""早急な（そうきゅうな）"", ""urgent"" ], [ ""早い（はやい）"", ""early"" ], [ ""早起きする（はやおきする）"", ""wake up early"" ], [ ""早まる（はやまる）"", ""be rash [v.i.]"" ], [ ""早める（はやめる）"", ""hasten [v.t.]"" ], [ ""*早速（さっそく）"", ""immediately"" ] ]","ソウ, サッ","はや.い, はや, はや-, はや.まる, はや.める, さ-","さか, さわ, そ, わ","early, fast",3.0,6.0,402.0,1.0,"十, 日"
街,gai-machi,"[ [ ""街灯（がいとう）"", ""street light"" ], [ ""街路樹（がいろじゅ）"", ""roadside trees"" ], [ ""繁華街（はんかがい）"", ""bustling street"" ], [ ""住宅街（じゅうたくがい）"", ""residential area"" ], [ ""商店街（しょうてんがい）"", ""shopping district"" ], [ ""地下街（ちかがい）"", ""underground shopping center"" ], [ ""街道（かいどう）"", ""highway"" ], [ ""街（まち）"", ""street, town"" ], [ ""街角（まちかど）"", ""street corner"" ] ]","ガイ, カイ",まち,また,"boulevard, street, town",1.0,12.0,891.0,4.0,"行, 土, 彳"
停,tei(shisuru),"[ [ ""停学（ていがく）"", ""suspension from school"" ], [ ""停職（ていしょく）"", ""suspension from work"" ], [ ""バス停（バスてい）"", ""bus stop"" ], [ ""停車する（ていしゃする）"", ""stop one's car"" ], [ ""停止する（ていしする）"", ""stop [v.i., v.t.]"" ], [ ""停電する（ていでんする）"", ""go out, get cut off (electricity)"" ], [ ""停戦する（ていせんする）"", ""suspend hostilities"" ], [ ""停滞する（ていたいする）"", ""stagnate"" ], [ ""調停する（ちょうていする）"", ""conciliate"" ] ]",テイ,"と.める, と.まる",,"halt, stopping",2.0,11.0,733.0,5.0,"化, 口, 亅, 亠, 冖, 一"
路,(tsuu)ro,"[ [ ""路上（ろじょう）"", ""street-side, road-side"" ], [ ""路線（ろせん）"", ""route, line"" ], [ ""路地（ろじ）"", ""alley"" ], [ ""道路（どうろ）"", ""road"" ], [ ""線路（せんろ）"", ""train track"" ], [ ""通路（つうろ）"", ""passage"" ], [ ""回路（かいろ）"", ""circuit"" ], [ ""滑走路（かっそうろ）"", ""runway"" ], [ ""旅路（たびじ）"", ""journey"" ] ]","ロ, ル","-じ, みち",,"path, route, road, distance",2.0,13.0,529.0,3.0,"口, 足, 夂, 止"
章,(kun)shou,"[ [ ""章（しょう）"", ""chapter"" ], [ ""文章（ぶんしょう）"", ""sentence [n.]"" ], [ ""校章（こうしょう）"", ""school badge"" ], [ ""勲章（くんしょう）"", ""medal"" ], [ ""第一章（だいいっしょう）"", ""first chapter"" ] ]",ショウ,,"あき, あきら, あや, ふみ","badge, chapter, composition, poem, design",2.0,11.0,990.0,3.0,"音, 十, 日, 立"
政,(gyou)sei,"[ [ ""政府（せいふ）"", ""government"" ], [ ""政治（せいじ）"", ""politics"" ], [ ""政権（せいけん）"", ""political power"" ], [ ""政策（せいさく）"", ""policy"" ], [ ""政党（せいとう）"", ""political party"" ], [ ""政界（せいかい）"", ""political world"" ], [ ""政局（せいきょく）"", ""political situation"" ], [ ""政治家（せいじか）"", ""politician"" ], [ ""行政（ぎょうせい）"", ""administration"" ], [ ""財政（ざいせい）"", ""financial affairs"" ], [ ""摂政（せっしょう）"", ""regency"" ], [ ""政（まつりごと）"", ""politics"" ] ]","セイ, ショウ","まつりごと, まん","ただ, まさ","politics, government",2.0,9.0,17.0,5.0,"一, 止, 攵, 乞"
府,(souri)fu,"[ [ ""府立（ふりつ）"", ""managed by an urban prefecture"" ], [ ""首府（しゅふ）"", ""metropolis"" ], [ ""政府（せいふ）"", ""government"" ], [ ""幕府（ばくふ）"", ""bakufu, shogunate"" ], [ ""大阪府（おおさかふ）"", ""Osaka prefecture"" ], [ ""京都府（きょうとふ）"", ""Kyoto prefecture"" ], [ ""総理府（そうりふ）"", ""Prime Minister's office"" ], [ ""無政府（むせいふ）"", ""anarchy"" ], [ ""都道府県（とどうふけん）"", ""administrative divisions of Japan"" ] ]",フ,,"い, う, お, はん","borough, urban prefecture, govt office, representative body, storehouse",2.0,8.0,170.0,4.0,"化, 寸, 广"
堅,ken-kata(i),"[ [ ""堅実な（けんじつな）"", ""reliable, solid"" ], [ ""堅固な（けんごな）"", ""solid, firm"" ], [ ""中堅（ちゅうけん）"", ""backbone, mainstay, center"" ], [ ""堅い（かたい）"", ""firm, hard, formal (writing)"" ], [ ""堅苦しい（かたくるしい）"", ""stiff (mannered)"" ], [ ""堅物（かたぶつ）"", ""overly serious person"" ], [ ""手堅い（てがたい）"", ""secure [adj.]"" ] ]",ケン,"かた.い, -がた.い",きん,"strict, hard, solid, tough, tight, reliable",1.0,12.0,1049.0,8.0,"臣, 土, 又"
担,tan-nina(u),"[ [ ""担保（たんぽ）"", ""security deposit"" ], [ ""担当する（たんとうする）"", ""be in charge"" ], [ ""担任する（たんにんする）"", ""be in charge (class)"" ], [ ""負担する（ふたんする）"", ""bear a burden"" ], [ ""分担する（ぶんたんする）"", ""apportion [v.t.]"" ], [ ""担ぐ（かつぐ）"", ""carry on one's shoulder"" ], [ ""担う（になう）"", ""bear to one's shoulder"" ], [ ""担い手（にないて）"", ""person in charge"" ] ]",タン,"かつ.ぐ, にな.う",,"shouldering, carry, raise, bear",2.0,8.0,422.0,6.0,"一, 日, 扎"
産,san-u(mu),"[ [ ""産業（さんぎょう）"", ""industry"" ], [ ""産地（さんち）"", ""area"" ], [ ""名産（めいさん）"", ""local specialty"" ], [ ""財産（ざいさん）"", ""assets"" ], [ ""不動産（ふどうさん）"", ""real estate"" ], [ ""共産主義（きょうさんしゅぎ）"", ""communism"" ], [ ""産出する（さんしゅつする）"", ""yield [v.t.]"" ], [ ""倒産する（とうさんする）"", ""go bankrupt (company)"" ], [ ""破産する（はさんする）"", ""go bankrupt"" ], [ ""出産する（しゅっさんする）"", ""give birth to"" ], [ ""産む（うむ）"", ""give birth to"" ], [ ""産声（うぶごえ）"", ""baby's first cry"" ] ]",サン,"う.む, う.まれる, うぶ-, む.す",もと,"products, bear, give birth, yield, childbirth, native, property",3.0,11.0,161.0,4.0,"ノ, 生, 并, 立, 亠, 厂"
省,habu(ku),"[ [ ""反省する（はんせいする）"", ""reflect on, think over"" ], [ ""帰省する（きせいする）"", ""go home (for a holiday)"" ], [ ""省庁（しょうちょう）"", ""ministries & government offices"" ], [ ""省エネ（しょうエネ）"", ""economical use of energy"" ], [ ""大蔵省（おおくらしょう）"", ""Ministry of Finance"" ], [ ""省略する（しょうりゃくする）"", ""omit, abbreviate"" ], [ ""省みる（かえりみる）"", ""reflect on"" ], [ ""省く（はぶく）"", ""omit"" ] ]","セイ, ショウ","かえり.みる, はぶ.く","さとし, み","focus, government ministry, conserve",2.0,9.0,548.0,4.0,"ノ, 小, 目"
昼,hiru,"[ [ ""昼食（ちゅうしょく）"", ""lunch"" ], [ ""昼（ひる）"", ""noon"" ], [ ""真昼（まひる）"", ""midday"" ], [ ""昼間（ひるま）"", ""daytime"" ], [ ""昼過ぎ（ひるすぎ）"", ""afternoon"" ], [ ""昼休み（ひるやすみ）"", ""lunch break"" ], [ ""昼寝（ひるね）"", ""nap"" ] ]",チュウ,ひる,,"daytime, noon",3.0,9.0,1115.0,2.0,"一, 日, 尸, 丶"
輪,rin-wa,"[ [ ""輪郭（りんかく）"", ""contours, outlines"" ], [ ""車輪（しゃりん）"", ""wheel"" ], [ ""年輪（ねんりん）"", ""annual tree ring"" ], [ ""駐輪場（ちゅうりんじょう）"", ""parking area for bicycles"" ], [ ""輪（わ）"", ""circle, loop"" ], [ ""輪ゴム（わゴム）"", ""rubber band"" ], [ ""指輪（ゆびわ）"", ""ring"" ], [ ""*高輪（たかなわ）"", ""Takanawa (place name)"" ] ]",リン,わ,"なわ, も","wheel, ring, circle, link, loop, counter for wheels and flowers",2.0,15.0,693.0,4.0,"｜, 一, 車, 个, 冊, 廾"
